"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총인원","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지"
"3020000","3020000-104-1992-02886","1992-05-22","","03","폐업","02","폐업","1994-04-01","","","","0207122805","94.01","140-133","서울특별시 용산구 청파동3가 29-16번지 ","","","로코코","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","197220.032977347    ","449098.736049696    ","다방","0","0","기타","기타","상수도전용","","","","","","","","","N","94.01","","",""
"3020000","3020000-104-1992-02901","1992-12-12","","03","폐업","02","폐업","1995-06-28","","","","02 7901296","38.30","140-885","서울특별시 용산구 한남동 29-4번지 ","","","아워커피숍","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","200732.91120363     ","448033.316711475    ","다방","0","0","학교정화(상대)","기타","상수도전용","","","","","","","","","N","38.3","","",""
"3020000","3020000-104-1992-02914","1992-03-16","","03","폐업","02","폐업","2009-02-02","","","","02 7130632","46.04","140-821","서울특별시 용산구 동자동 43-61번지 ","","","브레머","2005-01-06 00:00:00","I","2018-08-31 23:59:59.0","과자점","197472.157378943    ","450029.429063214    ","과자점","0","0","기타","자율","상수도전용","","","","","","","","","N","46.04","","",""
"3020000","3020000-104-1992-02968","1992-10-23","","03","폐업","02","폐업","2010-02-03","","","","0207051282","20.79","140-879","서울특별시 용산구 한강로3가 16-49번지 ","","","리치스원효점","2004-09-14 00:00:00","I","2018-08-31 23:59:59.0","기타 휴게음식점","196060.559012563    ","447732.807254308    ","기타 휴게음식점","0","0","기타","기타","상수도전용","","","","","","","","","N","20.79","","",""
"3020000","3020000-104-1992-02971","1992-07-29","","03","폐업","02","폐업","1995-01-20","","","","0207137592","28.14","140-133","서울특별시 용산구 청파동3가 111-9번지 ","","","미원통상(주)청파점","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","과자점","197059.739243751    ","449146.256652348    ","과자점","0","0","학교정화(상대)","자율","상수도전용","","","","","","","","","N","28.14","","",""
"3020000","3020000-104-1992-02992","1992-11-13","","03","폐업","02","폐업","2000-06-14","","","","","20.92","140-890","서울특별시 용산구 한남동 619-4번지 ","","","독일제과","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","과자점","200401.947859104    ","447748.320460119    ","과자점","0","0","기타","기타","상수도전용","","","","","","","","","N","20.92","","",""
"3020000","3020000-104-1992-02995","1992-02-10","","03","폐업","02","폐업","1997-02-12","","","","02 7908500","123.34","140-856","서울특별시 용산구 이태원동 258-8번지 ","","","하겐다스(주)","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","과자점","199615.66219804     ","448722.936712961    ","과자점","0","0","기타","기타","상수도전용","","","","","","","","","N","123.34","","",""
"3020000","3020000-104-1992-03000","1992-12-23","","03","폐업","02","폐업","1994-08-02","","","","0207169308","47.61","140-806","서울특별시 용산구 갈월동 69-54번지 ","","","윈첼도우넛","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","과자점","","","과자점","0","0","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","47.61","","",""
"3020000","3020000-104-1992-03004","1992-04-21","","03","폐업","02","폐업","1994-12-08","","","","0202782633","62.47","140-907","서울특별시 용산구 이촌동 301-160번지 ","","","크라운베이커리","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","과자점","198236.296378418    ","446262.544080318    ","과자점","0","0","아파트지역","기타","상수도전용","","","","","","","","","N","62.47","","",""
"3020000","3020000-104-1992-03011","1992-07-04","","03","폐업","02","폐업","1996-12-11","","","","0207492268","29.92","140-858","서울특별시 용산구 이태원동 127-3번지 ","","","써브웨이","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","과자점","199501.662940118    ","448010.125875207    ","과자점","0","0","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","29.92","","",""
"3020000","3020000-104-1992-03021","1992-09-16","","03","폐업","02","폐업","2003-07-02","","","","02 7970196","28.12","140-895","서울특별시 용산구 한남동 732-21번지 ","","","뉴욕베이커리","2000-10-28 00:00:00","I","2018-08-31 23:59:59.0","과자점","199721.246074411    ","447901.740546492    ","과자점","0","0","주택가주변","갑","상수도전용","","","","","","","","","N","28.12","","",""
"3020000","3020000-104-1992-03035","1992-11-02","","03","폐업","02","폐업","1994-10-28","","","","0207071005","26.36","140-832","서울특별시 용산구 용문동 27-27번지 ","","","던킨도너츠","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","과자점","196388.534435249    ","448304.828851472    ","과자점","0","0","주택가주변","자율","상수도전용","","","","","","","","","N","26.36","","",""
"3020000","3020000-104-1992-03117","1992-08-10","","03","폐업","02","폐업","1997-08-25","","","","02 7982519","65.26","140-822","서울특별시 용산구 보광동 80-19번지 ","","","아베끄쉬과자점","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","과자점","200010.199847455    ","447133.525855983    ","과자점","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","65.26","","",""
"3020000","3020000-104-1993-02315","1993-08-31","","03","폐업","02","폐업","1996-11-14","","","","02 7162389","81.34","140-886","서울특별시 용산구 한남동 75-1번지 ","","","위너스버거","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","패스트푸드","200615.216937054    ","447954.4422017      ","패스트푸드","2","0","학교정화(상대)","기타","상수도전용","","","","","","","","","N","81.34","","",""
"3020000","3020000-104-1993-02317","1993-09-06","","03","폐업","02","폐업","1999-06-28","","","","","21.32","140-852","서울특별시 용산구 이촌동 300-10번지 점보상가102호 ","","","앰브로시아델리하우스","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","패스트푸드","198047.573915372    ","446202.36502252     ","패스트푸드","0","0","아파트지역","기타","상수도(음용)지하수(주방용)겸용","","","","","","","","","N","21.32","","",""
"3020000","3020000-104-1993-02318","1993-09-16","","03","폐업","02","폐업","1994-11-09","","","","0200000000","70.00","140-879","서울특별시 용산구 한강로3가 16-9번지 ","","","랜드하우스","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","패스트푸드","196370.746398773    ","447841.698787531    ","패스트푸드","0","0","기타","기타","상수도(음용)지하수(주방용)겸용","","","","","","","","","N","70","","",""
"3020000","3020000-104-1993-02345","1993-08-28","","03","폐업","02","폐업","1997-10-24","","","","0207939679","5.52","140-861","서울특별시 용산구 이태원동 658-0번지 ","","","테인로손이태원2점","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","편의점","198806.839737317    ","448482.524576968    ","편의점","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","5.52","","",""
"3020000","3020000-104-1993-02346","1993-08-28","","03","폐업","02","폐업","2000-02-22","","","","","9.20","140-853","서울특별시 용산구 이촌동 300-19번지 ","","","코오롱마트(주)로손동부이촌점","2000-02-22 00:00:00","I","2018-08-31 23:59:59.0","편의점","197951.289653971    ","446252.339785985    ","편의점","0","0","기타","기타","상수도전용","","","","","","","","","N","9.2","","",""
"3020000","3020000-104-1993-02347","1993-08-28","","03","폐업","02","폐업","1997-07-25","","","","02 5944834","7.29","140-821","서울특별시 용산구 동자동 43-121번지 ","","","훼미리마트동자역전점","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","편의점","197466.418315536    ","449998.665108473    ","편의점","0","0","기타","기타","상수도전용","","","","","","","","","N","7.29","","",""
"3020000","3020000-104-1993-02348","1993-08-31","","03","폐업","02","폐업","1994-06-23","","","","0207737441","8.88","140-901","서울특별시 용산구 후암동 244-9번지 ","","","LG25후암점","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","편의점","197967.549314057    ","449666.083365856    ","편의점","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","8.88","","",""
"3020000","3020000-104-1993-02349","1993-09-01","","03","폐업","02","폐업","1997-06-21","","","","02 7960771","9.00","140-892","서울특별시 용산구 한남동 683-132번지 ","","","훼미리마트이태원점","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","편의점","199990.489238997    ","448264.185008539    ","편의점","0","0","기타","기타","상수도전용","","","","","","","","","N","9","","",""
"3020000","3020000-104-1993-02350","1993-09-01","","03","폐업","02","폐업","1996-12-04","","","","02 7497171","6.25","140-887","서울특별시 용산구 한남동 657-111번지 ","","","훼미리마트순천향점","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","편의점","200384.255653308    ","447973.047082932    ","편의점","0","0","기타","기타","상수도전용","","","","","","","","","N","6.25","","",""
"3020000","3020000-104-1993-02351","1993-09-04","","03","폐업","02","폐업","1997-10-24","","","","0200000000","17.48","140-886","서울특별시 용산구 한남동 64-1번지 ","","","알파플러스단대점","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","편의점","200597.940803088    ","448069.782121815    ","편의점","0","0","기타","기타","상수도전용","","","","","","","","","N","17.48","","",""
"3020000","3020000-104-1993-02352","1993-09-06","","03","폐업","02","폐업","1993-09-06","","","","0200000000","10.13","140-911","서울특별시 용산구 한남동 758-32번지 ","","","훼미리마트보광일점","2004-08-24 00:00:00","I","2018-08-31 23:59:59.0","과자점","199960.455211693    ","447764.206580404    ","과자점","0","0","기타","기타","상수도전용","","","","","","","","","N","10.13","","",""
"3020000","3020000-104-1993-02353","1993-09-11","","03","폐업","02","폐업","1998-07-01","","","","02 7797145","13.76","140-805","서울특별시 용산구 갈월동 59-4번지 ","","","훼미리마트갈월하나점","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","편의점","197552.864610281    ","449243.967765078    ","편의점","0","1","주택가주변","을","상수도전용","","","","","","","","","N","13.76","","",""
"3020000","3020000-104-1993-02354","1993-09-18","","03","폐업","02","폐업","1996-12-24","","","","02 7961389","52.00","140-907","서울특별시 용산구 이촌동 301-160번지 ","","","훼미리마트이촌한강점","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","편의점","198236.296378418    ","446262.544080318    ","편의점","0","0","아파트지역","기타","상수도(음용)지하수(주방용)겸용","","","","","","","","","N","52","","",""
"3020000","3020000-104-1993-02355","1993-10-13","","03","폐업","02","폐업","1997-10-24","","","","0207940486","4.96","140-160","서울특별시 용산구 남영동 61-4번지 ","","","훼미리마트남영1호점","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","편의점","197521.687731773    ","449024.318475909    ","편의점","1","0","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","4.96","","",""
"3020000","3020000-104-1993-02356","1993-10-20","","03","폐업","02","폐업","1997-10-24","","","","0207495588","16.19","140-858","서울특별시 용산구 이태원동 136-45번지 ","","","미니스톱이태원점","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","편의점","199557.034319245    ","447959.847009033    ","편의점","0","0","기타","기타","상수도전용","","","","","","","","","N","16.19","","",""
"3020000","3020000-104-1993-02358","1993-10-29","","03","폐업","02","폐업","1997-03-25","","","","02 7014371","7.25","140-832","서울특별시 용산구 용문동 27-4번지 ","","","에이엠피엠용문점","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","편의점","196378.006325715    ","448351.899353906    ","편의점","2","1","주택가주변","기타","상수도전용","","","","","","","","","N","7.25","","",""
"3020000","3020000-104-1993-02359","1993-12-04","","03","폐업","02","폐업","1998-09-22","","","","02 7906370","54.12","140-891","서울특별시 용산구 한남동 686-42번지 ","","","동양마트한남2점","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","편의점","199962.801930928    ","447985.640138761    ","편의점","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","54.12","","",""
"3020000","3020000-104-1993-02360","1993-12-16","","03","폐업","02","폐업","2001-02-14","","","","0204680091","118.75","140-806","서울특별시 용산구 갈월동 69-46번지 ","","","신포만두","2004-02-09 00:00:00","I","2018-08-31 23:59:59.0","과자점","197433.831912776    ","449124.463223653    ","과자점","0","1","기타","기타","상수도전용","","","","","","","","","N","118.75","","",""
"3020000","3020000-104-1993-02361","1993-12-30","","03","폐업","02","폐업","2001-02-09","","","","0200000000","9.43","140-882","서울특별시 용산구 한강로3가 63-38번지 ","","","태인로손","2004-02-09 00:00:00","I","2018-08-31 23:59:59.0","과자점","","","과자점","0","0","주택가주변","기타","상수도(음용)지하수(주방용)겸용","","","","","","","","","N","9.43","","",""
"3020000","3020000-104-1993-02379","1993-08-12","","03","폐업","02","폐업","1996-11-22","","","","02   00000","13.60","140-887","서울특별시 용산구 한남동 631-5번지 ","","","동양마트한남점","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","편의점","200431.145594386    ","447763.414163072    ","편의점","0","0","기타","기타","상수도전용","","","","","","","","","N","13.6","","",""
"3020000","3020000-104-1993-02380","1993-08-12","","03","폐업","02","폐업","1996-11-14","","","","02   00000","6.30","140-220","서울특별시 용산구 보광동 488-0번지 ","","","동양마트보광점","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","편의점","","","편의점","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","6.3","","",""
"3020000","3020000-104-1993-02381","1993-08-13","","01","영업/정상","01","영업","","","","","02 7662711","7.93","140-906","서울특별시 용산구 이촌동 301-151번지 1층 ","서울특별시 용산구 이촌로 245, 1층 (이촌동)","04423","세븐일레븐 이촌점","2014-03-06 14:19:48","I","2018-08-31 23:59:59.0","편의점","197646.388904396    ","446420.759276915    ","편의점","0","0","기타","기타","상수도전용","","","","","","","","","N","7.93","","",""
"3020000","3020000-104-1993-02382","1993-08-20","","03","폐업","02","폐업","1996-06-26","","","","02 7781860","4.65","140-820","서울특별시 용산구 동자동 19-40번지 ","","","훼미리마트동자보람점","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","편의점","197719.581657754    ","449813.336130432    ","편의점","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","4.65","","",""
"3020000","3020000-104-1993-02402","1993-07-16","","03","폐업","02","폐업","2002-07-30","","","","0207950667","24.89","140-882","서울특별시 용산구 한강로3가 49-2번지 ","","","박리분식","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","196835.438201635    ","447055.325819624    ","일반조리판매","2","2","기타","갑","상수도전용","","","","","","","","","N","24.89","","",""
"3020000","3020000-104-1993-02403","1993-07-21","","03","폐업","02","폐업","1997-12-12","","","","02 7909086","14.80","140-880","서울특별시 용산구 한강로3가 40-386번지 ","","","윤희분식","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","196391.006274747    ","446916.65536656     ","일반조리판매","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","14.8","","",""
"3020000","3020000-104-1993-02404","1993-07-26","","03","폐업","02","폐업","1999-02-26","","","","0200000000","12.92","140-824","서울특별시 용산구 보광동 265-299번지 ","","","푸른집","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","199706.073483557    ","447692.041551284    ","일반조리판매","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","12.92","","",""
"3020000","3020000-104-1993-02405","1993-07-30","","03","폐업","02","폐업","2006-07-25","","","","0207945272","14.28","140-882","서울특별시 용산구 한강로3가 63-76번지 ","","","미가식당","2004-10-07 00:00:00","I","2018-08-31 23:59:59.0","기타 휴게음식점","","","기타 휴게음식점","0","0","주택가주변","기타","상수도(음용)지하수(주방용)겸용","","","","","","","","","N","14.28","","",""
"3020000","3020000-104-1993-02406","1993-09-03","","03","폐업","02","폐업","2002-01-31","","","","0200000000","13.12","140-190","서울특별시 용산구 후암동 261-2번지 ","","","전원종합분식","2005-01-06 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","198243.205866923    ","449380.233880022    ","일반조리판매","1","1","주택가주변","을","상수도전용","","","","","","","","","N","13.12","","",""
"3020000","3020000-104-1993-02408","1993-09-07","","03","폐업","02","폐업","2008-03-21","","","","0207165242","8.07","140-806","서울특별시 용산구 갈월동 69-13번지 ","","","스타","2007-03-27 00:00:00","I","2018-08-31 23:59:59.0","기타 휴게음식점","197387.116478847    ","449096.008175889    ","기타 휴게음식점","0","0","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","8.07","","",""
"3020000","3020000-104-1993-02409","1993-09-14","","03","폐업","02","폐업","1994-12-07","","","","0207977117","90.90","140-160","서울특별시 용산구 남영동 89-8번지 ","","","코지","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","197562.22366909     ","448824.104903226    ","일반조리판매","0","0","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","90.9","","",""
"3020000","3020000-104-1993-02410","1993-11-03","","03","폐업","02","폐업","1996-10-07","","","","0207963748","178.55","140-887","서울특별시 용산구 한남동 657-41번지 ","","","한남설렁탕","2004-02-09 00:00:00","I","2018-08-31 23:59:59.0","과자점","200147.659027352    ","447943.262696608    ","과자점","3","3","주택가주변","기타","상수도전용","","","","","","","","","N","178.55","","",""
"3020000","3020000-104-1993-02411","1993-11-10","","03","폐업","02","폐업","1995-08-23","","","","02 7976949","60.97","140-160","서울특별시 용산구 남영동 24-4번지 ","","","베리하우스","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","197504.994272381    ","449104.953362094    ","일반조리판매","1","1","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","60.97","","",""
"3020000","3020000-104-1993-02433","1993-03-17","","03","폐업","02","폐업","1993-12-16","","","","0207959657","42.33","140-887","서울특별시 용산구 한남동 653-28번지 ","","","제이마리오","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","200025.904962512    ","447920.207301159    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","42.33","","",""
"3020000","3020000-104-1993-02434","1993-04-03","","03","폐업","02","폐업","1994-03-17","","","","0207940098","76.04","140-893","서울특별시 용산구 한남동 736-12번지 ","","","빠리지엔느","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","199712.320845812    ","448036.596198817    ","다방","0","0","기타","기타","상수도전용","","","","","","","","","N","76.04","","",""
"3020000","3020000-104-1993-02435","1993-04-14","","03","폐업","02","폐업","1993-12-09","","","","0207783666","52.92","140-818","서울특별시 용산구 동자동 4-1번지 ","","","산","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","197820.809629703    ","450091.625225978    ","다방","0","0","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","52.92","","",""
"3020000","3020000-104-1993-02436","1993-04-27","","03","폐업","02","폐업","1994-07-01","","","","0207929933","53.99","140-863","서울특별시 용산구 이태원동 116-14번지 ","","","이태원","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","199250.427930739    ","448098.758066965    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","53.99","","",""
"3020000","3020000-104-1993-02437","1993-05-08","","03","폐업","02","폐업","1994-05-12","","","","0200000000","44.98","140-806","서울특별시 용산구 갈월동 69-57번지 ","","","연줄에시띄우고","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","","","다방","0","0","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","44.98","","",""
"3020000","3020000-104-1993-02438","1993-07-10","","03","폐업","02","폐업","1996-04-16","","","","02 7938223","21.33","140-858","서울특별시 용산구 이태원동 136-1번지 ","","","동해","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","199653.461392792    ","447989.587877869    ","일반조리판매","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","21.33","","",""
"3020000","3020000-104-1993-02587","1993-06-29","","03","폐업","02","폐업","1993-06-29","","","","02 7954939","57.17","140-885","서울특별시 용산구 한남동 30-1번지 ","","","덩크슛","2004-08-24 00:00:00","I","2018-08-31 23:59:59.0","다방","200738.283742027    ","448058.999084554    ","다방","0","0","학교정화(상대)","기타","상수도전용","","","","","","","","","N","57.17","","",""
"3020000","3020000-104-1993-02610","1993-06-17","","03","폐업","02","폐업","1998-04-22","","","","02   00000","72.72","140-801","서울특별시 용산구 갈월동 8-3번지 ","","","모닝","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","197462.954360804    ","449438.967308464    ","다방","0","0","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","72.72","","",""
"3020000","3020000-104-1993-02625","1993-05-07","","03","폐업","02","폐업","1997-12-30","","","","02 7027171","156.20","140-170","서울특별시 용산구 동자동 88-18번지 ","","","브레머","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","","","다방","0","0","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","156.2","","",""
"3020000","3020000-104-1993-02637","1993-04-08","","03","폐업","02","폐업","1997-03-31","","","","02 7140037","104.88","140-807","서울특별시 용산구 갈월동 92-0번지 ","","","피플","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","197454.750647435    ","448937.796600615    ","다방","0","0","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","104.88","","",""
"3020000","3020000-104-1993-02654","1993-04-27","","03","폐업","02","폐업","1998-09-01","","","","02 7949655","54.95","140-871","서울특별시 용산구 한강로2가 179-4번지 ","","","태평양","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","","","다방","1","1","기타","갑","상수도전용","","","","","","","","","N","54.95","","",""
"3020000","3020000-104-1993-02703","1993-12-30","","03","폐업","02","폐업","2000-02-01","","","","","22.77","140-875","서울특별시 용산구 한강로2가 221-1번지 ","","","다니엘","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","","","다방","0","0","기타","기타","상수도전용","","","","","","","","","N","22.77","","",""
"3020000","3020000-104-1993-02705","1993-12-30","","03","폐업","02","폐업","2001-06-30","","","","0207043632","58.76","140-133","서울특별시 용산구 청파동3가 63-5번지 ","","","앤드","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","","","다방","1","2","학교정화(상대)","기타","상수도전용","","","","","","","","","N","58.76","","",""
"3020000","3020000-104-1993-02720","1993-01-18","","03","폐업","02","폐업","1995-02-16","","","","0207112771","75.19","140-132","서울특별시 용산구 청파동2가 71-75번지 ","","","디프인","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","197150.017855017    ","449133.17721068     ","다방","0","0","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","75.19","","",""
"3020000","3020000-104-1993-02721","1993-04-23","","03","폐업","02","폐업","1994-09-26","","","","0207048316","72.94","140-133","서울특별시 용산구 청파동3가 24-24번지 ","","","난다랑멤버스","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","197240.442385697    ","449136.673546798    ","다방","0","0","아파트지역","자율","상수도전용","","","","","","","","","N","72.94","","",""
"3020000","3020000-104-1993-02722","1993-12-16","","03","폐업","02","폐업","2001-02-05","","","","0207928828","194.40","140-893","서울특별시 용산구 한남동 737-37번지 737-50 ","","","보디가드","2004-02-11 00:00:00","I","2018-08-31 23:59:59.0","과자점","199678.685128404    ","448086.564575334    ","과자점","0","0","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","194.4","","",""
"3020000","3020000-104-1993-02725","1993-12-17","","03","폐업","02","폐업","2000-03-30","","","","","21.07","140-852","서울특별시 용산구 이촌동 300-3번지 ","","","머머","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","","","다방","0","0","기타","기타","상수도(음용)지하수(주방용)겸용","","","","","","","","","N","21.07","","",""
"3020000","3020000-104-1993-02727","1993-12-17","","03","폐업","02","폐업","1994-08-03","","","","0207198584","24.53","140-132","서울특별시 용산구 청파동2가 64-18번지 ","","","김과고","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","196977.364024383    ","449175.637803411    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","24.53","","",""
"3020000","3020000-104-1993-02731","1993-12-22","","03","폐업","02","폐업","1996-03-23","","","","02 7909205","82.87","140-807","서울특별시 용산구 갈월동 101-41번지 ","","","모델","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","197505.954465858    ","448829.575800282    ","다방","0","1","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","82.87","","",""
"3020000","3020000-104-1993-02735","1993-12-28","","03","폐업","02","폐업","2000-01-29","","","","","41.02","140-893","서울특별시 용산구 한남동 726-82번지 ","","","슈슈","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","200319.06075632     ","448640.981454745    ","다방","0","0","기타","기타","상수도전용","","","","","","","","","N","41.02","","",""
"3020000","3020000-104-1993-02741","1993-12-08","","03","폐업","02","폐업","1997-05-06","","","","02 7963308","107.59","140-160","서울특별시 용산구 남영동 66-3번지 ","","","브라운빌","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","197543.461934859    ","448987.748864292    ","다방","0","2","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","107.59","","",""
"3020000","3020000-104-1993-02749","1993-03-11","","03","폐업","02","폐업","1997-08-16","","","","02 7135464","77.02","140-847","서울특별시 용산구 원효로2가 2-3번지 ","","","약속","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","196902.372847396    ","448360.856335938    ","다방","0","0","기타","기타","상수도전용","","","","","","","","","N","77.02","","",""
"3020000","3020000-104-1993-02757","1993-11-26","","03","폐업","02","폐업","1997-10-24","","","","0207907345","24.28","140-823","서울특별시 용산구 보광동 238-43번지 ","","","옵트","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","199665.427827475    ","447563.95890603     ","다방","0","0","기타","기타","상수도전용","","","","","","","","","N","24.28","","",""
"3020000","3020000-104-1993-02763","1993-12-02","","03","폐업","02","폐업","1997-07-18","","","","0207125634","74.16","140-090","서울특별시 용산구 신계동 26-3번지 ","","","푸가","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","196694.211303226    ","448057.914783395    ","다방","0","0","기타","기타","상수도전용","","","","","","","","","N","74.16","","",""
"3020000","3020000-104-1993-02765","1993-12-04","","03","폐업","02","폐업","1994-01-11","","","","0207927813","49.67","140-893","서울특별시 용산구 한남동 733-70번지 ","","","켄토스","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","199485.690073324    ","448391.81393502     ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","49.67","","",""
"3020000","3020000-104-1993-02774","1993-11-22","","03","폐업","02","폐업","1996-04-27","","","","02 7936060","70.15","140-823","서울특별시 용산구 보광동 217-26번지 ","","","화이트","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","199961.113652858    ","447143.842334019    ","다방","0","0","기타","기타","상수도전용","","","","","","","","","N","70.15","","",""
"3020000","3020000-104-1993-02807","1993-03-29","","03","폐업","02","폐업","1996-03-12","","","","02 7949766","44.37","140-823","서울특별시 용산구 보광동 81-2번지 ","","","킵커피숍","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","200017.490281394    ","447075.076444694    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","44.37","","",""
"3020000","3020000-104-1993-02813","1993-11-13","","03","폐업","02","폐업","2001-01-22","","","","02 3199166","31.69","140-819","서울특별시 용산구 동자동 14-99번지 ","","","라보엠","2001-03-02 00:00:00","I","2018-08-31 23:59:59.0","다방","","","다방","0","1","주택가주변","을","상수도전용","","","","","","","","","N","31.69","","",""
"3020000","3020000-104-1993-02820","1993-02-17","","03","폐업","02","폐업","1997-08-14","","","","02 7948500","45.66","140-013","서울특별시 용산구 한강로3가 693-275번지 ","","","형제","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","","","다방","0","0","기타","기타","상수도전용","","","","","","","","","N","45.66","","",""
