영업상태코드,영업상태명,지번주소,도로명주소,사업장명,전화번호,업태구분명,위생업태명,거리_km
3,폐업,서울특별시 용산구 이태원동 260-169번지 (지상1층) ,"서울특별시 용산구 회나무로13가길 41 (이태원동,(지상1층))",씨유 이태원2동점,02 7948567,편의점,편의점,1.1760179746475428
3,폐업,서울특별시 용산구 원효로4가 95-1번지 (지상1층) ,"서울특별시 용산구 원효로19길 26 (원효로4가,(지상1층))",베리빈스,,커피숍,커피숍,3.5637425647768746
3,폐업,서울특별시 용산구 이태원동 34-28번지 (지상2층) ,"서울특별시 용산구 녹사평대로32길 24 (이태원동,(지상2층))",로마(LOMA),02 7969542,커피숍,커피숍,0.44287328142415244
3,폐업,서울특별시 용산구 이태원동 34-87 용산구아트홀로비(지하1층) ,"서울특별시 용산구 녹사평대로 150 (이태원동,용산구아트홀로비(지하1층))",카페다디오,02 7908401,커피숍,커피숍,0.3690483612126109
3,폐업,서울특별시 용산구 원효로3가 51-7번지 (지상1층) ,,씨유 원효대로점,02 7027773,편의점,편의점,2.953794507211716
3,폐업,서울특별시 용산구 이촌동 301-21번지 1층 301-36호 ,"서울특별시 용산구 이촌로77길 19, 1층 301-36호 (이촌동)",포라비(FOLABI),,커피숍,커피숍,1.9660278506577697
1,영업/정상,서울특별시 용산구 한강로3가 40-969번지 (지상1층)8호 ,,카페오,02 7197762,커피숍,커피숍,2.741643756358967
1,영업/정상,서울특별시 용산구 한남동 795-2 (지상1층)102호 ,"서울특별시 용산구 한남대로 158 (한남동,(지상1층)102호)",지에스25 한남행복점,02 7493930,편의점,편의점,1.5519431768186327
3,폐업,서울특별시 용산구 용산동2가 1-704번지 (지상1층) ,"서울특별시 용산구 신흥로 117 (용산동2가,(지상1층))",씨유 용산햇살점,02 3157553,편의점,편의점,1.8324826668282486
3,폐업,서울특별시 용산구 효창동 5-31번지 (지상1층) ,,GS25효창행복점,,편의점,편의점,3.1091449733124854
1,영업/정상,서울특별시 용산구 한남동 522-1번지 동원베네스트109호(지상1층) ,"서울특별시 용산구 독서당로 22 (한남동,동원베네스트109호(지상1층))",카페12PM한남역,,커피숍,커피숍,1.2572167887443422
3,폐업,서울특별시 용산구 한남동 657-58 외6 순천향대학교병원본관동(지상1층) ,"서울특별시 용산구 대사관로 59 (한남동,외6 순천향대학교병원본관동(지상1층))",프라넬,,커피숍,커피숍,1.0177882883451974
3,폐업,"서울특별시 용산구 효창동 237-1번지 , 2층201호 ","서울특별시 용산구 백범로 278 (효창동,, 2층201호)",36.5도커피전문점,07043840365,커피숍,커피숍,3.1170745533586577
3,폐업,서울특별시 용산구 청파동2가 64-28번지 외1(지상3층) ,"서울특별시 용산구 청파로47길 77 (청파동2가,외1(지상3층))",놀이터(NORITER),0247874787,커피숍,커피숍,2.8945352399420408
3,폐업,서울특별시 용산구 보광동 217-18번지 (지상1층) ,"서울특별시 용산구 장문로19길 10 (보광동,(지상1층))",씨유 보광오산점,02 7908188,편의점,편의점,0.6343050636264896
3,폐업,서울특별시 용산구 후암동 194-6번지 외1필지(지상1층) ,,콰스타,,커피숍,커피숍,2.2165761664697032
3,폐업,서울특별시 용산구 한강로2가 253-1번지 (지상1층) ,"서울특별시 용산구 한강대로 139 (한강로2가, 지상1층)",제이커피,02 7973888,커피숍,커피숍,2.064221987743138
3,폐업,서울특별시 용산구 한남동 657-146번지 (지하1층) ,"서울특별시 용산구 대사관로31길 25 (한남동, 지하1층)",657커피톡커피웍,02 7970657,커피숍,커피숍,1.1703476279774088
3,폐업,서울특별시 용산구 갈월동 66번지 (지상1층) ,"서울특별시 용산구 한강대로 304 (갈월동, 지상1층)",씨유 숙대입구역점,,편의점,편의점,2.495253122715292
1,영업/정상,서울특별시 용산구 한남동 810번지 근린생활시설B1 ,"서울특별시 용산구 독서당로 111 (한남동, 810근린생활시설B1)",더힐커피,,커피숍,커피숍,1.5829434066752606
3,폐업,서울특별시 용산구 이촌동 300-27번지 B30(지하1층) ,"서울특별시 용산구 이촌로 224 (이촌동, 300-27 B30,지하1층 )",애니타임,,커피숍,커피숍,2.2215377564691465
3,폐업,서울특별시 용산구 한강로3가 3-23 (지상1층) ,"서울특별시 용산구 청파로 112 (한강로3가, 3-23 지상1층)",GS25용산전자회관,,편의점,편의점,2.635723174008939
1,영업/정상,서울특별시 용산구 이태원동 243-61번지 (지상1층) ,"서울특별시 용산구 회나무로44길 36 (이태원동, 243-61 지상1층)",케냐키암부,02 7980020,커피숍,커피숍,1.0540190086732326
3,폐업,서울특별시 용산구 한남동 683-1번지 (지상1층)101호 ,"서울특별시 용산구 이태원로54길 20 (한남동, 683-1 지상1층 101호)",플러스91,,커피숍,커피숍,1.081319084466562
3,폐업,서울특별시 용산구 갈월동 56-3번지 (지상1층) ,"서울특별시 용산구 두텁바위로1길 24-1 (갈월동, 56-3 지상1층)",드레스,,커피숍,커피숍,2.41830693619317
3,폐업,서울특별시 용산구 효창동 5-582번지 ,서울특별시 용산구 효창원로 151 (효창동),피자투어효창공원역점,,패스트푸드,패스트푸드,3.042904291023981
3,폐업,서울특별시 용산구 한강로2가 253-1번지 (지상1층) ,"서울특별시 용산구 한강대로 139 (한강로2가, 253-1 지상1층)",제이커피,02 7973888,커피숍,커피숍,2.064221987743138
3,폐업,서울특별시 용산구 문배동 3-3번지 (지상1층)110호 ,"서울특별시 용산구 청파로 213 (문배동, 3-3 지상1층110호)",노란,02 7174967,커피숍,커피숍,2.230742632359223
3,폐업,서울특별시 용산구 원효로2가 61-7 (지상1층) ,"서울특별시 용산구 원효로58길 28 (원효로2가, 61-7 지상1층)",씨유 원효로2가점,02 7177539,편의점,편의점,2.702154678378863
3,폐업,서울특별시 용산구 한강로2가 420번지 용산푸르지오써밋 3층 317-2호 ,"서울특별시 용산구 한강대로 69, 3층 317-2호 (한강로2가, 용산푸르지오써밋)",와반코코리아,,커피숍,커피숍,2.5131682552481562
3,폐업,서울특별시 용산구 용문동 5-94번지 외1필지 2층 ,"서울특별시 용산구 효창원로 117, 2층 (용문동)",커피토피,,커피숍,커피숍,3.019646529877613
3,폐업,서울특별시 용산구 한강로3가 16-9번지 외6필지 용산전자랜드(지상1층) ,"서울특별시 용산구 청파로 74 (한강로3가, 16-9외6필지 용산전자랜드 지상1층)",씨유 용산전자랜드점,02 7062013,편의점,편의점,2.9874917911482917
1,영업/정상,서울특별시 용산구 용산동1가 8번지 전쟁기념관 기념관동(지상3층) ,"서울특별시 용산구 이태원로 29 (용산동1가, 8 전쟁기념관 기념관동 지상3층)",커피나무,02 7497075,커피숍,커피숍,1.580583142861405
3,폐업,서울특별시 용산구 이태원동 317번지 (지상1층) ,"서울특별시 용산구 녹사평대로40나길 76 (이태원동, 317 지상1층)",커먼디자인스튜디오,,커피숍,커피숍,0.8650534217253578
3,폐업,서울특별시 용산구 청파동3가 24-26번지 (지상1층) ,"서울특별시 용산구 청파로47길 17 (청파동3가, 24-26 지상1층)",카페모아 숙명여대점(실로암장애인근로사업장),02 7150715,커피숍,커피숍,2.637833387524788
1,영업/정상,서울특별시 용산구 용문동 32-74번지 (지상1층) ,"서울특별시 용산구 새창로 100 (용문동, 32-74 지상1층)",소소,,커피숍,커피숍,3.1231101294624404
3,폐업,서울특별시 용산구 용문동 32-59 지상1층 101호 ,"서울특별시 용산구 새창로 92 (용문동, 32-59 지상1층 101호)",예감,,커피숍,커피숍,3.172175194998432
3,폐업,서울특별시 용산구 이태원동 34-151번지 (지상1층) ,"서울특별시 용산구 녹사평대로26길 21 (이태원동, 34-151 지상1층)",테폼,,커피숍,커피숍,0.1960455982437268
3,폐업,서울특별시 용산구 한강로1가 17-1 (지상1층) ,"서울특별시 용산구 한강대로 198-1 (한강로1가, 17-1 지상1층)",피에이치오커피,02  22032114,커피숍,커피숍,1.764762593145835
1,영업/정상,"서울특별시 용산구 이촌동 302-60 지상 1,2층 ","서울특별시 용산구 이촌로 198, 1,2층 (이촌동)",스타벅스 동부이촌동점,02758 8368,커피숍,커피숍,2.39660890813995
3,폐업,서울특별시 용산구 청파동2가 104-1번지 2층 ,"서울특별시 용산구 청파로 301-1, 2층 (청파동2가)",더홈카페풀리풀리,,커피숍,커피숍,2.7227323158388876
3,폐업,서울특별시 용산구 효창동 5-530번지 (지상1층) ,"서울특별시 용산구 효창원로 155 (효창동, 5-530 지상1층)",옐로우트리용산1호점,,커피숍,커피숍,3.052349745201477
1,영업/정상,서울특별시 용산구 한남동 26-5번지 B201호(지하2층) ,"서울특별시 용산구 유엔빌리지길 11 (한남동, 26-5 B201호(지하2층))",스튜디오27,02 7972650,커피숍,커피숍,1.5374556008091511
3,폐업,서울특별시 용산구 청파동3가 24-50번지 지상5층 ,"서울특별시 용산구 청파로45길 3 (청파동3가, 24-50 지상5층)",라이언컴퍼니,02 4211116,커피숍,커피숍,2.5408080922873686
3,폐업,서울특별시 용산구 원효로4가 114-38번지 외2(지상중2층) ,"서울특별시 용산구 원효로 74 (원효로4가, 114-38외2 지상중2층)",렛츠빈,,커피숍,커피숍,3.6790627620306458
3,폐업,서울특별시 용산구 한남동 757-20번지 (지상1층) ,"서울특별시 용산구 우사단로10길 79-1 (한남동, 757-20 지상1층)",슬레이어(Slayer),07089511970,커피숍,커피숍,0.5849903897846812
3,폐업,서울특별시 용산구 한강로3가 40-999 지상3층 980호,"서울특별시 용산구 한강대로23길 55, 지상3층 980호 (한강로3가, 아이파크몰)",세븐일레븐(용산아이파크몰점),0220121313,편의점,편의점,2.5883787656747947
3,폐업,서울특별시 용산구 한강로2가 87-3번지 (지상1층)101호 ,"서울특별시 용산구 한강대로48길 21 (한강로2가, 87-3 지상1층 101호)",모노레일에스프레소,,커피숍,커피숍,1.9151777283592648
3,폐업,서울특별시 용산구 후암동 255-14번지 (지상1층) ,"서울특별시 용산구 두텁바위로 59-1 (후암동, 255-14 지상1층)",보일러,0231430999,커피숍,커피숍,2.1610485751669875
1,영업/정상,서울특별시 용산구 후암동 445-8번지 (지상1층)제1호 ,"서울특별시 용산구 소월로2길 29 (후암동, 445-8 제1호 지상1층)",소월길커피,,커피숍,커피숍,2.985198672800392
3,폐업,서울특별시 용산구 한강로3가 40-999번지 아이파크몰 동관 5층 519-2호 ,"서울특별시 용산구 한강대로23길 55, 5층 519-2호 (한강로3가, 아이파크몰 동관)",드롭탑,,커피숍,커피숍,2.5883787656747947
1,영업/정상,서울특별시 용산구 한남동 732-184번지 (지상1층) ,"서울특별시 용산구 우사단로10길 40 (한남동, 732-184 지상1층)",이스탄불딜라이트,070 42354235,커피숍,커피숍,0.46299267865448507
3,폐업,서울특별시 용산구 한남동 683-127번지 (지상2층) ,"서울특별시 용산구 이태원로 228 (한남동, 683-127 지상2층)",미로,,커피숍,커피숍,0.7396415218261188
3,폐업,서울특별시 용산구 효창동 235-1번지 (지상1층) ,"서울특별시 용산구 백범로 284-18 (효창동, 235-1 지상1층)",티티카카,,커피숍,커피숍,3.135336699187413
3,폐업,서울특별시 용산구 신계동 40-2번지 (지상1층) ,"서울특별시 용산구 새창로 146-1 (신계동, 40-2 지상1층)",커피토피,02 7972300,커피숍,커피숍,2.8197123390618177
3,폐업,서울특별시 용산구 용산동5가 17 이촌역(4호선 2번출구 고객안내센터 출구측 지하1층) ,,커피니 이촌역점,,커피숍,커피숍,1.7592813133057827
3,폐업,서울특별시 용산구 한남동 68-25번지 (지상1층) ,"서울특별시 용산구 한남대로20길 31 (한남동, 68-25 지상1층)",리유,02 7491940,커피숍,커피숍,1.4330794593447942
3,폐업,서울특별시 용산구 한남동 657-154번지 (지상2층) ,"서울특별시 용산구 대사관로31길 7-10 (한남동, 657-154 지상2층)",아르니카,07086219774,커피숍,커피숍,1.1174008032792315
3,폐업,서울특별시 용산구 한남동 726-66번지 (지상1층) ,"서울특별시 용산구 한남대로36길 7 (한남동, 726-66 지상1층)",구안산업(주)네추럴카페진락한남점,0234734051,커피숍,커피숍,1.532342267198415
3,폐업,서울특별시 용산구 용산동2가 45-1번지 (지상1층)103호 ,"서울특별시 용산구 신흥로 54 (용산동2가, 45-1 103호 지상1층)",라스트스탑,,커피숍,커피숍,1.4844037358586193
1,영업/정상,서울특별시 용산구 한남동 740-1번지 외5필지(지하1층) ,"서울특별시 용산구 이태원로 267 (한남동, 740-1외5필지 지하1층)",메종르베이지,02 7495667,커피숍,커피숍,1.1208079714030146
3,폐업,서울특별시 용산구 용산동2가 1-578번지 (지상1층) ,"서울특별시 용산구 신흥로20길 17 (용산동2가, 1-578 지상1층)",남산끽다점,,커피숍,커피숍,1.928212459179026
3,폐업,서울특별시 용산구 이촌동 300-27번지 B54호(지하1층) ,"서울특별시 용산구 이촌로 224 (이촌동, 300-27 B54호 지하1층)",사과향기,,패스트푸드,패스트푸드,2.2215377564691465
1,영업/정상,서울특별시 용산구 청파동3가 24-55번지 외1필지A(지상1층) ,"서울특별시 용산구 청파로45길 31 (청파동3가, 24-55외1필지A 지상1층)",빅스트로우,,커피숍,커피숍,2.6648298771617216
1,영업/정상,서울특별시 용산구 갈월동 8-71번지 (지상1층) ,"서울특별시 용산구 한강대로 332 (갈월동, 8-71 지상1층)",래핀,02 3109775,커피숍,커피숍,2.703102136781927
3,폐업,서울특별시 용산구 한강로2가 15-19번지 (지하1층) ,"서울특별시 용산구 청파로 122 (한강로2가, 15-19 지하1층)",한마음유통,0220772811,커피숍,커피숍,2.5522787453180236
3,폐업,서울특별시 용산구 용산동2가 1-687번지 지하1층 ,"서울특별시 용산구 신흥로 101, 지하1층 (용산동2가)",커피자임,070 87635790,커피숍,커피숍,1.7809744468537063
1,영업/정상,서울특별시 용산구 이태원동 20-5 (지상1층) ,"서울특별시 용산구 우사단로4길 1 (이태원동, 20-5지상1층)",씨유이태원힐점,02 7906455,편의점,편의점,0.30742720365362186
3,폐업,서울특별시 용산구 원효로1가 133-3번지 리첸시아용산에이동114호(지상1층) ,"서울특별시 용산구 백범로 341 (원효로1가, 133-3 리첸시아용산에이동114호 지상1층)",요거프레소 용산리첸시아점,02  717 3214,커피숍,커피숍,2.459178383619848
3,폐업,서울특별시 용산구 용문동 6-15 (지상1층) ,"서울특별시 용산구 효창원로 111-1 (용문동, 6-15 지상1층)",허치(Hutch),02 7140025,커피숍,커피숍,3.0241118472749497
3,폐업,서울특별시 용산구 후암동 336-9 1층 ,"서울특별시 용산구 두텁바위로 127, 1층 (후암동)",반앤반,02  322 1941,커피숍,커피숍,2.4348939808636576
3,폐업,서울특별시 용산구 한남동 744-34번지 2층 ,"서울특별시 용산구 이태원로55가길 38, 2층 (한남동)",써드 아이엠(Third Iam),,커피숍,커피숍,0.886984678446098
3,폐업,서울특별시 용산구 한강로2가 420번지 용산푸르지오써밋 3층 317-2호 ,"서울특별시 용산구 한강대로 69, 3층 317-2호 (한강로2가, 용산푸르지오써밋)",와반코코리아,,커피숍,커피숍,2.5131682552481562
3,폐업,서울특별시 용산구 용산동2가 1-1231번지 2층 ,"서울특별시 용산구 소월로20길 6, 2층 (용산동2가)",젠틀레이디 컵케이크,,커피숍,커피숍,1.8932091312914852
3,폐업,서울특별시 용산구 후암동 259-22번지 ,"서울특별시 용산구 두텁바위로 77 (후암동, 259-22 지상1층)",루,02  7525302,커피숍,커피숍,2.105577381311783
3,폐업,서울특별시 용산구 한강로2가 15-14번지 ,"서울특별시 용산구 새창로 181 (한강로2가, 15-14 선인상가 21동 2126호)",라떼야커피 전자상가점,,커피숍,커피숍,2.5240089759689694
1,영업/정상,서울특별시 용산구 한남동 683-6번지 지상1층 ,"서울특별시 용산구 이태원로54길 28, 지상1층 (한남동)",플러스91,070 88760091,커피숍,커피숍,1.0393960456560942
3,폐업,서울특별시 용산구 용산동5가 24번지 ,"서울특별시 용산구 서빙고로 67 (용산동5가, 24 지하1층 19호)",오렌지마트,02  749 1577,편의점,편의점,2.127326651678904
3,폐업,서울특별시 용산구 한남동 739-6번지 ,"서울특별시 용산구 이태원로 257 (한남동, 739-6 지상2층)",모제인송카페,02  557 6231,커피숍,커피숍,1.038743427372166
3,폐업,서울특별시 용산구 한남동 738-36번지 1층 ,"서울특별시 용산구 이태원로 241 (한남동, 1층)",라콜롬브코리아 한남점,02  518 9199,커피숍,커피숍,0.886116835529868
3,폐업,서울특별시 용산구 문배동 40-31 ,"서울특별시 용산구 백범로 341 (문배동, 40-31 외1필지 지하 1층 B112,113,114,115호)",제노PC방,,커피숍,커피숍,2.3935948535502254
3,폐업,서울특별시 용산구 후암동 244-60번지 ,"서울특별시 용산구 후암로 28 (후암동, 244-60 지상1층)",수상한나무 1호점,02  37895557,커피숍,커피숍,2.417305287224977
3,폐업,"서울특별시 용산구 후암동 192-67번지 1,2층 ","서울특별시 용산구 두텁바위로 45-1, 1,2층 (후암동)",바리스타 차현수,,커피숍,커피숍,2.2297755123480747
3,폐업,서울특별시 용산구 용산동5가 17번지 이촌역 4호선 ,서울특별시 용산구 서빙고로 지하 83 (용산동5가),코와핀,02  64048285,커피숍,커피숍,1.7592813133057827
3,폐업,서울특별시 용산구 용산동3가 1-2 ,"서울특별시 용산구 한강대로62가길 20 (용산동3가, 1-2 지상1층)",스프링셀러,,커피숍,커피숍,1.6990256287484709
1,영업/정상,서울특별시 용산구 한강로3가 40-999번지 아이파크몰 6층 ,"서울특별시 용산구 한강대로21나길 7, 6층 (한강로3가, 아이파크몰)",오가다용산아이파크몰점,,커피숍,커피숍,2.5883787656747947
3,폐업,서울특별시 용산구 원효로4가 118-16번지 ,"서울특별시 용산구 원효로 64 (원효로4가, 118-16 지상1층)",커피센,,커피숍,커피숍,3.8086185481920665
3,폐업,서울특별시 용산구 청파동2가 71-23번지 ,"서울특별시 용산구 청파로47길 48 (청파동2가, 71-23 지상1,2층)",폴스일레븐 숙명여대점,,커피숍,커피숍,2.765373621993275
3,폐업,서울특별시 용산구 한강로2가 309-5번지 지상1층 ,"서울특별시 용산구 한강대로39길 6 (한강로2가, 309-5 지상1층)",보스커피숍,02  794 3484,커피숍,커피숍,2.178446963460794
3,폐업,서울특별시 용산구 서계동 33-2번지 지하1층 ,"서울특별시 용산구 청파로73길 58 (서계동, 33-2 지하1층)",청서마을카페그루터기,02  32750823,커피숍,커피숍,3.2308957638750075
1,영업/정상,"서울특별시 용산구 한남동 657-104 지상1,2층 ","서울특별시 용산구 대사관로 67 (한남동, 657-104 지상1,2층)",스타벅스커피 순천향입구점,02  30151100,커피숍,커피숍,1.1216838852624145
1,영업/정상,"서울특별시 용산구 청암동 181번지 청암자이상가 지상1층 101호,102호 ","서울특별시 용산구 삼개로 60 (청암동, 181 청암자이상가 지상1층 101호,102호)",씨유 용산자이점,02  711 5386,편의점,편의점,4.108830861665094
1,영업/정상,서울특별시 용산구 원효로1가 47-14 지상1층 ,"서울특별시 용산구 원효로89길 11 (원효로1가, 47-14 지상1층)",카페라빈,070 88498645,커피숍,커피숍,2.480650194577398
3,폐업,서울특별시 용산구 동자동 45 동부아스테리움 비동 103호 ,"서울특별시 용산구 한강대로 372, 비동 지상1층 103호 (동자동, 동부아스테리움)",모노레일커피,,커피숍,커피숍,2.9535835499658405
3,폐업,"서울특별시 용산구 원효로1가 46-11번지 지상1,2층 ","서울특별시 용산구 원효로 249-2 (원효로1가, 지상1,2층)",커피하우스,,커피숍,커피숍,2.444386649953231
3,폐업,서울특별시 용산구 용산동2가 34-1번지 지상1층 ,"서울특별시 용산구 소월로20길 67 (용산동2가, 34-1 지상1층)",치치노팡,,커피숍,커피숍,1.6737993562228357
3,폐업,서울특별시 용산구 동빙고동 316번지 푸르지오아파트 상가동 지하3층 12호 ,"서울특별시 용산구 녹사평대로 66 (동빙고동, 316 푸르지오아파트 상가동 지하3층 12호)",커피인스토리,,커피숍,커피숍,0.6747337804612885
3,폐업,서울특별시 용산구 이촌동 300-301번지 삼익아파트 상가 지하1층 913호 ,"서울특별시 용산구 이촌로 264 (이촌동, 300-301 삼익아파트 상가 지하1층 913호)",카페라끄리마,,커피숍,커피숍,2.0412019173569615
3,폐업,"서울특별시 용산구 한남동 737-61 지상1,2층 ","서울특별시 용산구 이태원로 213 (한남동, 737-61 지상1,2층)",스타벅스커피 이태원거리점,02  758 8622,커피숍,커피숍,0.6153507080686085
3,폐업,서울특별시 용산구 한남동 743-8번지 지상1층 ,"서울특별시 용산구 이태원로49길 24 (한남동, 743-8 지상1층)",담장옆에국화꽃,,커피숍,커피숍,0.8834118624890007
3,폐업,서울특별시 용산구 효창동 5-117 지상1층 101호 ,"서울특별시 용산구 효창원로62길 19 (효창동, 5-117 지상1층 101호)",에이치파이브-117(H5-117),,커피숍,커피숍,2.937887787969933
1,영업/정상,서울특별시 용산구 한강로3가 40-594번지 지상1층 ,"서울특별시 용산구 한강대로 51 (한강로3가, 40-594 지상1층)",더체임버스(The Chambers),,커피숍,커피숍,2.629531862709798
3,폐업,서울특별시 용산구 용산동4가 4번지 녹사평역 지하4층 ,"서울특별시 용산구 녹사평대로 지하 195 (용산동4가, 4 녹사평역 지하4층)",발명카페,,커피숍,커피숍,0.8261316570349274
1,영업/정상,서울특별시 용산구 보광동 217-23번지 지상1층 ,"서울특별시 용산구 보광로 21-1 (보광동, 217-23 지상1층)",커피베이,02  797 5679,커피숍,커피숍,0.7718175152145963
3,폐업,서울특별시 용산구 한강로2가 2-8번지 ,"서울특별시 용산구 한강대로43길 8, 2층 201호 (한강로2가)",씨유신한강로벽산점,02  32158989,편의점,편의점,2.099878108365332
3,폐업,서울특별시 용산구 청파동2가 94 지상1층 ,"서울특별시 용산구 청파로 289-1 (청파동2가, 94 지상1층)",커피나무숙명여대점,02  701 4161,커피숍,커피숍,2.6475941060591004
3,폐업,서울특별시 용산구 한남동 726-66번지 지상1층 ,"서울특별시 용산구 한남대로36길 7 (한남동, 726-66 지상1층)",카페지니,02 749 4450,커피숍,커피숍,1.532342267198415
1,영업/정상,서울특별시 용산구 문배동 24-21 용산아크로타워 ,"서울특별시 용산구 백범로90길 26, 102동 103,104호 (문배동, 용산아크로타워)",세븐일레븐 뉴용산아크로타워점,02  711 0703,편의점,편의점,2.304960673106423
3,폐업,서울특별시 용산구 한강로3가 65-156번지 ,"서울특별시 용산구 한강대로14길 8 (한강로3가, 지상1층)",오후3시라플레,,커피숍,커피숍,2.6175961731058837
3,폐업,서울특별시 용산구 청파동2가 55-9 지상1층 ,"서울특별시 용산구 청파로47길 88 (청파동2가, 55-9 지상1층)",유캔두잇 숙명여대점,,커피숍,커피숍,2.9466729434329326
3,폐업,서울특별시 용산구 한남동 683-47번지 지상1층 ,"서울특별시 용산구 이태원로54길 48 (한남동, 683-47 지상1층)",피에,,커피숍,커피숍,0.9418690360755836
3,폐업,서울특별시 용산구 한강로2가 314-1 ,"서울특별시 용산구 한강대로 109, 지하2층 234호,235호 (한강로2가)",콩다방,,커피숍,커피숍,2.232461261984768
3,폐업,서울특별시 용산구 청파동2가 71-88번지 지상1층 106호 ,"서울특별시 용산구 청파로47길 52 (청파동2가, 71-88 지상1층 106호)",카페클레버,,커피숍,커피숍,2.796533600124207
1,영업/정상,서울특별시 용산구 원효로1가 1-2번지 아세아항공직업전문학교 B동 지상2층 ,"서울특별시 용산구 원효로97길 25 (원효로1가, 1-2 아세아항공직업전문학교 B동 지상2층)",라보체(La voce),,커피숍,커피숍,2.4989965787070214
3,폐업,서울특별시 용산구 문배동 16번지 지상1층 ,,카페맘엔브런치(Cafe mom & brunch),02  718 7378,커피숍,커피숍,
1,영업/정상,서울특별시 용산구 이태원동 34-87 용산종합행정타운 지상3층 ,"서울특별시 용산구 녹사평대로 150 (이태원동, 34-87 용산종합행정타운 지상3층)",행복플러스가게꿈앤카페,02 7966763,커피숍,커피숍,0.3690483612126109
3,폐업,서울특별시 용산구 이태원동 64-25번지 지하1층 ,"서울특별시 용산구 보광로59길 48 (이태원동, 64-25 지하1층)",쁘띠베네,,커피숍,커피숍,0.42389601134153315
1,영업/정상,서울특별시 용산구 효창동 74 지상1층 ,"서울특별시 용산구 백범로 291 (효창동, 74 지상1층)",다과상사,02  701 4700,커피숍,커피숍,2.9756093703082773
3,폐업,서울특별시 용산구 이촌동 301-169번지 렉스상가 9-2호 ,"서울특별시 용산구 이촌로 300, 9-2호 (이촌동, 렉스상가)",케빈즈파이(Cafe Kevin.s Pie),,커피숍,커피숍,1.8379645547062857
3,폐업,서울특별시 용산구 이촌동 300-322 지상3층 ,"서울특별시 용산구 이촌로 274 (이촌동, 300-322 지상3층)",엘보르다도,02  795 0269,커피숍,커피숍,1.9559814626615475
3,폐업,서울특별시 용산구 원효로3가 51-7번지 지상1층 ,"서울특별시 용산구 원효로 154 (원효로3가, 51-7 지상1층)",씨유 원효대로점,02  702 7773,편의점,편의점,2.953794507211716
3,폐업,서울특별시 용산구 이태원동 74-18번지 지상1층 ,"서울특별시 용산구 이태원로20길 18-1 (이태원동, 74-18 지상1층)",리틀바하(LIttle Baja),02  794 3318,커피숍,커피숍,0.35564979423582505
3,폐업,서울특별시 용산구 이촌동 17-69번지 4호선 이촌역 지하1층 ,"서울특별시 용산구 이촌로71길 42 (이촌동, 17-69 4호선 이촌역 지하1층)",엠이촌역점(M이촌역점),02  21039625,편의점,편의점,
3,폐업,서울특별시 용산구 효창동 70-3번지 지상1층 ,"서울특별시 용산구 백범로 295 (효창동, 70-3 지상1층)",세븐일레븐 용산효창공원역점,02  706 5644,편의점,편의점,2.9403103461886193
3,폐업,서울특별시 용산구 이촌동 301-160 현대맨숀 11동 지상1층 101호 ,"서울특별시 용산구 이촌로 303 (이촌동, 301-160 현대맨숀 11동 지상1층 101호)",구스띠모 동부이촌점,,커피숍,커피숍,1.7334035202754192
3,폐업,서울특별시 용산구 이촌동 300-26번지 한강맨숀아파트 21동 지상1층 104호 ,"서울특별시 용산구 이촌로 248 (이촌동, 300-26 한강맨숀아파트 21동 지상1층 104호)",마이컵오브티,,커피숍,커피숍,2.1061021152167783
3,폐업,서울특별시 용산구 원효로2가 17번지 삼원빌딩 지상3층 ,"서울특별시 용산구 원효로 199 (원효로2가, 17 삼원빌딩 지상3층)",나무종쇼콜라티에,02  712 5559,커피숍,커피숍,2.690149886325048
1,영업/정상,서울특별시 용산구 한남동 768-26번지 지상1층 ,"서울특별시 용산구 우사단로10길 121 (한남동, 768-26 지상1층)",챔프 커피,,커피숍,커피숍,0.7351303955879362
1,영업/정상,서울특별시 용산구 용산동2가 1-732번지 지상1층 ,"서울특별시 용산구 신흥로 130 (용산동2가, 1-732 지상1층)",카페린다린다린다,,커피숍,커피숍,1.8855592938549384
3,폐업,서울특별시 용산구 용산동2가 1-103번지 ,서울특별시 용산구 소월로20길 50 (용산동2가),디스코바하,,커피숍,커피숍,1.7355986031574293
3,폐업,서울특별시 용산구 한남동 657-45번지 지상1층 103호 ,"서울특별시 용산구 대사관로19길 7 (한남동, 657-45 지상1층 103호)",온더램프,02  795 8253,커피숍,커피숍,0.9668122968023193
3,폐업,서울특별시 용산구 동자동 45번지 센트레빌아스테리움서울 씨동 지상2층 201호 ,"서울특별시 용산구 한강대로 372 (동자동, 45 센트레빌 아스테리움서울 씨동 지상2층 201호)",상상캔버스,02  775 3352,커피숍,커피숍,2.9535835499658405
3,폐업,서울특별시 용산구 갈월동 1-5번지 지상1층 ,"서울특별시 용산구 한강대로102길 12 (갈월동, 1-5 지상1층 )",지에스25  동자제일점,02  771 6216,편의점,편의점,2.8172470984956877
3,폐업,서울특별시 용산구 한강로3가 65-426 지상1층 ,"서울특별시 용산구 서빙고로 40 (한강로3가, 65-426 지상1층)",도미노피자 이촌점,02  795 4672,패스트푸드,패스트푸드,2.2995896727548124
3,폐업,서울특별시 용산구 한남동 684-32번지 101호,"서울특별시 용산구 이태원로54길 58-3, 101호 (한남동)",피어커피로스터스,,커피숍,커피숍,0.8808207192655811
